Patient_ID,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
G138701_RCCBMS-00090-T_v1_RNA_OnPrem,0.0395838615538507,0.0889518779535055,0.0151731534475525,0.12144850116732,0.0,0.250740689497066,0.0383430717755832,0.116412475038327,0.0,0.0039501071447224,0.0542481030935709,0.0178392514284461,0.0941778299095026,0.0,0.0615880416106383,0.202836663213532,0.0600415110909961,0.0620560765443479,0.0243909024998554,0.015071811992743,0.0109325692434956,0.0264485066963543,0,0.899332640210116,0.669552684551282,1.30423500490141
G138701_RCCBMS-00113-T_v1_RNA_OnPrem,0.0780461093997235,0.0491702202198644,0.0145478623036739,0.091106659379444,0.0,0.189580360743569,0.0313926408950564,0.0751759790415627,0.0,0.0038238232307698,0.110179384969981,0.0,0.112221465623457,0.0,0.0668577561149001,0.312625763925967,0.0197775007881809,0.0570544727220259,0.0422200323189434,0.0191816764641507,0.0053386741323198,0.0584371219885684,0,0.943921720770774,0.65097157297342,1.33673750426216
G109543_RCCBMS-00076-T2_v1_RNA_OnPrem,0.045099611300414,0.0715652943395254,0.0045655248706767,0.0821523317545561,0.0,0.186078411185561,0.0193981788087916,0.107377577438752,0.0,0.0,0.0608046072210765,0.045392986787592,0.0932537011659193,0.0,0.0502011794723143,0.280521067215288,0.0143243238799457,0.0735346418122469,0.0061420836765878,0.0612600452174202,0.0114457124264039,0.0620307260618058,0,0.923165573018222,0.660463815544225,1.27514800463488
G138701_RCCBMS-00098-T_v1_RNA_OnPrem,0.0482892568920363,0.0520071717161683,0.0085419998270807,0.12178010681054,0.0,0.225638207202657,0.0,0.12281130674163,0.0,0.0,0.0458067625355787,0.0,0.0985213578194989,0.0270181682998849,0.0400956112108152,0.221276529126033,0.0157460637949328,0.0592325877643603,0.0020898716814245,0.0253985974835429,0.0234143001020051,0.0003475940428184,0,0.819575256384076,0.707671476709617,1.13801549305101
G138701_RCCBMS-00103-T_v1_RNA_OnPrem,0.0430123777544733,0.103608330400764,0.0061541351417201,0.181246774054392,0.0,0.144171040269507,0.0741556919698194,0.0917938934985866,0.0149128393498157,0.010684292522264,0.0,0.050460400910491,0.0499063799365405,0.0345816220513267,0.062684315860528,0.223231560116212,0.0,0.0478904180375586,0.0781566561366383,0.0025866702487491,0.0,0.0549521571732184,0,0.916750604427309,0.661545609367005,1.2741895554326
G138701_RCCBMS-00137-T_v1_RNA_OnPrem,0.0421675722430886,0.062979924851889,0.011311592480722,0.106091382315724,0.0,0.200273861537659,0.0,0.085755165565167,0.0103228862684486,0.0204940050251203,0.0519534996555576,0.0113231170281116,0.0182502314447016,0.0375068016024914,0.068638314809445,0.295167541733947,0.0216442614739324,0.0306909943455122,0.061917620493371,0.0210624692277114,0.0193073353938793,0.0412628605008005,0,0.752083015000635,0.751557225498727,1.21812143799728
G109543_RCCBMS-00150-T_v1_RNA_OnPrem,0.0143043311271878,0.108391641701059,0.0082612691597249,0.0535069316959921,0.0135256612383634,0.223874402635035,0.0027749157634212,0.042637523032969,0.0,0.0,0.0564668348268879,0.0,0.0608154814913974,0.0027436954455957,0.0150513707896475,0.219168184041908,0.0053126774288366,0.0776541280044332,0.0,0.0352042749034814,0.0193928776335445,0.0,0,0.818184104723071,0.713617898532529,0.959086200919485
G138701_RCCBMS-00191-T_v1_RNA_OnPrem,0.0306776524342047,0.0974778038449535,0.0103430582039864,0.12841607523263,0.0,0.206980462375372,0.022643841562763,0.107917645368784,0.0,0.0335727068356071,0.0168455935249729,0.0171483140503685,0.0803956734441987,0.0182154531079657,0.0638670036459839,0.232863440365714,0.0530512683914185,0.039493783772766,0.0035980816052656,0.0762982785208504,0.0091857479680616,0.0343368920798169,0,0.925934738532491,0.658342385893682,1.28332877633568
G138701_RCCBMS-00169-T_v1_RNA_OnPrem,0.0177593248583585,0.105851431185,0.0191488583877115,0.0873201950569227,0.0,0.201631738179179,0.0,0.11409465123391,0.0148931618040525,0.038712292842292,0.0013516308959596,0.0407208909397857,0.0986135434293266,0.0167315930885298,0.0403853858959954,0.257022301509877,0.0,0.0499121056041256,0.0282220157053582,0.0430244501752128,0.0017510601481563,0.086412125587466,0,0.906561313644433,0.662917998429235,1.26355875652722
G138701_RCCBMS-00049-T_v1_RNA_OnPrem,0.0236272077661047,0.123442173111076,0.0556213790202701,0.204453789978303,0.0,0.159849551350882,0.037056435059127,0.12069298287382,0.0055344621026246,0.0,0.029702689995493,0.044453083829423,0.0432616027784929,0.0429328302816007,0.0645634675736474,0.244065238752823,0.0046217126088716,0.0445108448924983,0.0179833744291747,0.0223043901961215,0.0086527032492385,0.057702463758976,0,0.923271209982665,0.646876649880271,1.35503238360857
G138701_RCCBMS-00025-T_v1_RNA_OnPrem,0.0128601076576734,0.143472963571764,0.0043203476629845,0.146434092577936,0.0,0.145051750338782,0.0168575842988812,0.0790523212679399,0.0066908552507971,0.0,0.0876267309665958,0.0,0.0816827435500579,0.0627528052273827,0.0496330148078458,0.25389378981319,0.0211771866343955,0.0419889631678609,0.0542154553891212,0.0336982609699263,0.0183948799977699,0.037711067374011,0,0.933950787807149,0.658253837046289,1.29751492052492
EA639146,0.0039906876502594,0.106146662620482,0.0144037130866609,0.264241997355141,0.0,0.0746453519006465,0.0228235814764114,0.155087599987222,0.0328426154118337,0.0030512689602222,0.0,0.0591666273925107,0.100949463152887,0.0198108893175826,0.0726738393327174,0.233744509704036,0.0182120926656095,0.0442410717492229,0.0072321862488495,0.0538579320804148,0.0158172166488488,0.0435595117198168,0,0.926903007944595,0.645215251607339,1.34649881846138
EA639156,0.0364850943079101,0.0993917111736974,0.0290375428375678,0.0646749413376366,0.0,0.225242975479671,0.0163296588000518,0.0850761021471646,0.0,0.0,0.102272954954023,0.0,0.0638518561266348,0.0203124903711658,0.0437263769939598,0.218909951129824,0.0583862832042301,0.0695991441594606,0.0781423305514497,0.0285787364895737,0.0,0.0414494980008862,0,0.937107259558592,0.66422478749887,1.28146764806491
P66425-01A-Run1_S1_L001,0.0621081702043665,0.0376122423565185,0.0291476873723813,0.0810317096468821,0.0,0.270691972345699,0.0199791114367384,0.0541918796253479,0.0015772200766025,0.0114751831158158,0.0935999597502103,0.0,0.0849682952133485,0.0,0.0430029896403909,0.233659634651171,0.0480233051663048,0.0632596547924084,0.0564943743853046,0.0294004214241357,0.0033601497723503,0.0512038788420192,0,0.934198591199707,0.659109713030538,1.274787839818
P66425-02F-Run1_S7_L001,0.07672066463208,0.036109568847965,0.0376075768096875,0.277575204928347,0.0,0.153295793317361,0.0204559187826658,0.14278402080019,0.0314168324988892,0.0,0.0455471681484984,0.0316038582741834,0.0842319800351553,0.0,0.0786091493257719,0.2682308930169,0.040172990693545,0.0391539430802252,0.0381817685792066,0.0,0.0055078626041258,0.0383128120824306,0,0.645650302297798,0.798577149223641,1.44551800645723
P66425-08E-Run1_S6_L001,0.0641637448097724,0.0840083341802256,0.0635397504789173,0.209707022287203,0.0,0.154575408400452,0.0291470770370462,0.128250147308954,0.0,0.0,0.0641594676315969,0.0,0.059772791809322,0.0182032191625178,0.0536427060649377,0.257667476515741,0.0057044955451781,0.0740769606823492,0.0317171059730104,0.0,0.0081788377947221,0.0378655946717561,0,0.926070110963899,0.64543420480483,1.3443801403537
P66291-09A-Run1_S10_L001,0.0357981976033848,0.100789112129661,0.0089535284690568,0.0710825901636383,0.0126446166596769,0.166539212195906,0.0324757525348045,0.082304089613943,0.0,0.017113949371574,0.0761623126530676,0.0,0.0809218517454386,0.0,0.0469783447736188,0.242552009531484,0.0181698473342378,0.0490167100167164,0.0861641689246777,0.0524183227763868,0.0049478813568996,0.0716538411618948,0,0.929039749187263,0.667435794313847,1.25668633901607
P66425-08F-Run1_S7_L001,0.0,0.124570612508622,0.0074259471283846,0.144605660564616,0.0,0.169307564311603,0.0299633372894004,0.109389230644225,0.0,0.0180462213240496,0.0511289469826895,0.0200576778881493,0.0764210258341584,0.0,0.0767033665613636,0.274386402546977,0.0205090092092176,0.0493364619501288,0.0690362106592281,0.0045779805822199,0.0,0.0361015658375076,0,0.913157631866896,0.664568136361077,1.28156722182254
P66507-02A-Run1_S22_L002,0.0627763137426177,0.0976530177167284,0.0091860308050682,0.0743230974614643,0.0,0.21682963387506,0.0580200790843633,0.0726616397013739,0.0,0.0403831248817483,0.0959131602155749,0.0,0.0627311452698155,0.0071839388503293,0.067848483161912,0.26568303093519,0.03591981294327,0.0520138236184912,0.0864675140739791,0.0180911474439684,0.0,0.0749643117853096,0,0.944754157744947,0.656087876873349,1.39864930556626
P66511-05E-Run1_S11_L001,0.0956342760321412,0.022805953712698,0.0062829178366971,0.0464839640586074,0.0,0.199333591609585,0.0038001234229241,0.10096187501346,0.0174722675828057,0.025297736171057,0.0331157130925592,0.0219278506203256,0.179960228924589,0.0401507266015716,0.0405606665255254,0.262708204047182,0.0304614894346374,0.0447305751242081,0.0017934445033784,0.0586248698313189,0.0430780396038221,0.100388333828089,0,0.921862571356444,0.654606506271847,1.37557284757718
P66425-08C-Run1_S5_L001,0.0336735721310043,0.100346727410628,0.0138968563219485,0.160868783796714,0.0,0.141309074090292,0.0341782000938866,0.0822447112915806,0.0,0.0,0.0792366700266053,0.0,0.0766989931372392,0.0,0.0642273581117745,0.246129313976871,0.0350761979677372,0.0104971913972876,0.0535732346044154,0.0408646747230931,0.0204898635573012,0.0213434082765421,0,0.924568650181305,0.663770348711357,1.21465483091492
EA632171,0.0319082830214913,0.0813079678296309,0.0246344911559317,0.240881775594796,0.0,0.0553108924930976,0.103707921163779,0.114243431115008,0.0017309534219765,0.0,0.0336209642140851,0.037895224639285,0.038508378631106,0.0,0.0663004080753238,0.288574702891135,0.0388898680018423,0.0411667570661925,0.0,0.0435989746754883,0.0036917356254499,0.037338849188799,0,0.924137804479975,0.657314465819181,1.28331157880442
P66432-02H-Run1_S27_L002,0.0561684947419339,0.0803296262909727,0.0123066920321142,0.200350556425183,0.0,0.159520065864353,0.0226958718126225,0.121454547612031,0.0131947990709288,0.0207610113209393,0.0329156760999923,0.0297957446581648,0.099172508300548,0.0110645637923939,0.0999138291742377,0.183217212258753,0.0367803928187512,0.0429351222089434,0.0452915750785374,0.0214980287108211,0.0017790946444316,0.0151545640009257,0,0.91337821943335,0.65230518362189,1.30629997691758
P66425-10A-Run1_S13_L002,0.0323454173037275,0.0228811134735524,0.0084256417764381,0.342459824113509,0.0,0.0016200733584233,0.111939487890295,0.15424291060796,0.0,0.0,0.03569775328689,0.0864934709934138,0.114876362885046,2.87718199893217e-05,0.0782306164762523,0.226011703433346,0.0167840916796516,0.0240107405959432,0.0,0.0465347219611258,0.01441265064261,0.049387695781478,0,0.90855262833384,0.64477653335839,1.36638304807965
P66287-07B-Run1_S2_L001,0.0336406790125486,0.0667977351083837,0.0165527148842046,0.0579477462188801,0.0,0.203773887814759,0.0233505792232186,0.0980322473215227,0.0115017213436453,0.0195462398037065,0.0507085677282779,0.0050638885797754,0.0865478082185612,0.0176142103355732,0.0653231816670842,0.225888918431179,0.0583124267810051,0.028901229223236,0.0024474648394247,0.0346809062537894,0.0276169087987229,0.0232070830197207,0,0.897611718457098,0.678567515852715,1.15745614460722
